Exercise Duration,Age,Weight,Heart Rate,Exercise Intensity,Calories Burned
74.17692339891744,23,54.60591921524246,76.4630400877624,87.69212075172283,453.0918766722973
50.72149078264366,48,105.84828511942337,91.7472860223989,55.65094272975534,411.09187606575534
80.10185439379677,63,73.46376241791896,63.39277089247328,50.74361175897829,442.66534849554404
68.81576203415548,58,69.91578848053163,82.21846840551055,69.56817337838604,438.1752828251502
26.592414352135467,30,92.42957106402957,92.08239147942896,67.7643092936233,343.0816005908955
88.29356461457292,39,80.9445492414385,96.98806668879556,56.594098545611814,522.6543823617602
73.27977913932472,42,105.84909914450004,92.90332362469726,69.11535913140105,502.45910348577326
75.02450136938677,29,95.71959710411049,61.47882908804697,90.79978902182216,474.932492962105
28.96795428728821,30,76.15902166809512,74.90809365226937,60.39661668072877,332.2188548127114
51.5270156526897,29,69.46336577625371,61.94793889255405,42.78824174879104,367.76776526738473
45.955861696280685,64,109.13105042008094,64.37129164458231,54.518388887395254,375.2273291958968
84.87354921940212,53,91.65441534023682,87.01222514669936,55.61695386855271,497.5248941589504
65.07055840564652,57,106.82765290024967,88.53032785246793,38.52206504670429,439.52643191711655
77.5933129289581,56,52.70110751910769,90.94882731006506,40.58664753604607,445.73290976231607
51.038993917913174,63,100.28468914740087,94.61826192222651,74.49653477058902,409.43428216698845
35.90671052493438,22,86.40980245942849,89.5772587390604,52.06605402357867,367.77312494354067
58.82093509110844,59,52.92490909178232,92.03486368426528,92.0683954706275,410.8816508810385
24.46720792729227,21,83.23676999799935,61.95854839293117,45.833788448309484,284.4423047900084
77.93418203948075,40,89.59626373185418,69.38140601765194,36.430092831813454,454.829730229426
64.21650793854454,45,45.79967458275918,84.87591093500983,78.97779659501677,430.83618824954476
73.06614180597617,34,74.53066751971352,94.32501218499293,87.26734337466155,498.82223423117534
44.81681776909079,24,98.65096822776087,60.180004997586366,48.07736819664671,354.6130900882355
87.94886170764323,27,64.19833664736584,80.585173684654,43.13572660695607,463.99202603504153
82.51847849255384,56,74.80562531690582,87.09149597457589,42.07479876662067,461.9837477072587
74.48684479516334,32,73.75041825941305,61.18429156514453,63.930799588823305,436.2880097883462
33.62470954963773,32,64.62528044376195,76.05422230213551,60.44708168104012,330.08684387772
52.670470260892394,61,104.69872320851103,95.82539525534787,46.86358959054472,421.5458029374363
23.066263605106016,24,95.78411230304853,86.86451235423435,32.93625260431271,309.84964163876816
30.80026444472835,61,52.18824671474718,69.5063345344239,61.296937121208245,302.13885716482895
67.81342672697183,61,109.80725275944225,94.11124518527652,92.35660259631454,475.7476665180648
72.13335091354719,46,102.14800158000344,73.92125693638057,72.41374804892311,465.96836255063715
87.7256812703947,25,63.45404846116253,94.13378684576239,62.2079261808602,503.3281359925998
42.80777506967064,25,99.39827767796098,71.95774604475622,37.194984811925046,349.69261343658854
45.932179422440825,31,51.917269571639885,83.61281003532596,46.408358885723175,352.5621127629345
52.86890678930656,45,109.94180748082552,75.87760270991336,49.160306722345275,396.5338437199478
33.2629951359,25,88.2695078469249,70.99300203020269,79.71223091947023,349.7874036721561
29.094505373483017,39,87.2581260113218,95.46230248687476,86.98620182220026,385.73177708632477
53.29934483581536,23,50.87864725396863,67.50374727757965,88.6067204818185,388.159720212196
35.88365443356189,43,103.30717092828064,63.392463649430525,93.99695953629902,362.64915555895124
66.88697962777573,18,46.88496770829051,73.6770775418264,93.85383440179461,415.7824833839103
50.600634321063154,51,60.653823772674556,88.7055659056627,91.94494362991878,395.76957987995894
78.28747372404862,20,54.29642188583128,92.29726423905126,34.66843913268748,448.946943370109
69.01855714015744,27,95.4899161449942,99.94973480267059,38.95657983530734,452.80169708532367
41.86566489674287,26,57.88327476883836,71.8544822804466,49.79032422094214,351.86405996911174
78.25818609766407,57,104.19148476350755,76.31767804525128,65.93838651419,472.9947505873111
76.33350502477613,20,87.65748755628687,65.47285112118504,36.30356276585616,450.64537926573064
47.12348653211221,38,47.35057618215525,82.99487718492134,84.97680225713927,380.35128082312195
40.182967275117086,45,45.35293921836553,99.9032014905167,70.08915164002508,365.5522780531489
67.77468527824828,42,48.35776460593593,88.03524040482634,65.25368614964333,427.812157815591
29.782673852651687,49,84.38513654710229,83.80851361653487,40.745236018873925,320.0715614233008
33.993574173257585,55,97.09631770586199,75.69476371687176,46.46160583601283,349.9151125129049
20.515358882570386,36,60.50593334078025,96.61195041142219,40.420281623846776,274.3178001974102
75.08470642514969,56,100.21157478999974,79.87666384521398,85.3756552566619,461.17595432943085
66.53955996144225,32,48.72007610996192,65.37467653252246,67.97481090397918,400.00561706601434
69.36157650384345,64,97.06265048670895,74.61513852796534,77.78341278877616,449.9203246550679
74.65103217153775,41,105.30670296119823,62.68666675391068,49.24213608915167,450.2327847963727
52.1241042876838,52,95.18704594178473,68.07916150755126,54.131421410738014,384.9696641966832
59.81188371670256,59,90.37785095861142,60.706751239996485,56.315572687724696,386.3558530985317
29.78578986893602,55,99.4687142125999,78.13119666000654,79.40097316336227,358.2968746333592
28.01710514751814,58,47.60983447055932,85.38161059807189,80.20294419884692,329.9775817239856
66.78820732533302,43,58.115837196738596,73.73169849515631,43.44287928841206,402.3319449882516
52.97673443001928,20,53.1200391548668,76.81527086021109,91.20002568797644,412.1702715496582
59.56652745368322,41,77.79451436254413,98.36837091378304,37.842596933839616,418.58446398100983
73.5499200191218,26,93.43722834137489,90.07852486299662,88.24793535753597,489.4472148901086
64.43028240004136,59,85.95076989746592,81.63426547779805,36.52571696723761,416.61911495123957
58.75055804605971,29,100.32352148452577,71.38163500447301,47.19508772483522,408.6581665577744
59.14450125217895,28,55.08884450867091,95.8798719509198,85.02110484441721,435.2539412159523
41.27650686438285,29,92.7503709757855,69.40388467522638,41.66698470249568,362.765139962135
22.15724841975576,48,57.54769690647876,73.01370922066708,56.88191553514804,257.7926134511399
50.570217246265365,44,62.599318835657016,96.36259257691793,59.2408544963682,379.246807871409
35.02092709736704,62,91.14380532328475,81.18168221140289,45.94183324650863,323.73330850795406
48.59700506072453,37,108.71331101841432,89.69271797671907,76.16593808683913,418.5451407405675
79.73821512877163,31,84.75033438850951,83.62979176655065,85.33675221114325,493.99961878701197
36.37576401057385,20,48.54252047443421,86.1375683603798,86.84738409061217,345.44888909638314
24.081191918234623,18,85.06008304528963,71.97533166059303,52.05593947287646,298.82382933278836
39.69687244153975,35,47.75278585271086,69.65488246506652,64.50527562870795,322.4685612143708
40.551563043667855,61,102.46947123884311,72.8996938867466,46.14641625126735,373.7924548376432
66.33415603088265,42,91.12258853154034,66.2176625633369,45.91177260075945,430.8042791230693
58.992250663889486,59,56.25331001746271,94.9725746116323,40.48151408537507,389.91968562507975
